561,Sprinter 1500 Cargo,freightliner-sprinter-1500-cargo
561,Sprinter 1500 Passenger,freightliner-sprinter-1500-passenger
561,Sprinter 2500 Cargo,freightliner-sprinter-2500-cargo
561,Sprinter 2500 Crew,freightliner-sprinter-2500-crew
561,Sprinter 2500 Passenger,freightliner-sprinter-2500-passenger
561,Sprinter 3500 Cargo,freightliner-sprinter-3500-cargo
561,Sprinter 3500 Crew,freightliner-sprinter-3500-crew
561,Sprinter 3500 XD Crew,freightliner-sprinter-3500-xd-crew
561,Sprinter 3500XD Cargo,freightliner-sprinter-3500xd-cargo
561,Sprinter 4500 Cargo,freightliner-sprinter-4500-cargo
561,Sprinter 4500 Crew,freightliner-sprinter-4500-crew
561,Sprinter WORKER Cargo,freightliner-sprinter-worker-cargo
561,Sprinter WORKER Passenger,freightliner-sprinter-worker-passenger
NULL,Genesis,genesis
575,Electrified G80,genesis-electrified-g80
575,G70,genesis-g70
575,G80,genesis-g80
575,G90,genesis-g90
575,GV60,genesis-gv60
575,GV70,genesis-gv70
575,GV80,genesis-gv80
NULL,Geo,geo
583,Metro,geo-metro
583,Prizm,geo-prizm
583,Storm,geo-storm
583,Tracker,geo-tracker
NULL,GMC,gmc
588,1500 Club Coupe,gmc-1500-club-coupe
588,1500 Regular Cab,gmc-1500-regular-cab
588,2500 Club Coupe,gmc-2500-club-coupe
588,2500 Crew Cab,gmc-2500-crew-cab
588,2500 HD Club Coupe,gmc-2500-hd-club-coupe
588,2500 HD Extended Cab,gmc-2500-hd-extended-cab
588,2500 HD Regular Cab,gmc-2500-hd-regular-cab
588,2500 Regular Cab,gmc-2500-regular-cab
588,3500 Club Coupe,gmc-3500-club-coupe
588,3500 Crew Cab,gmc-3500-crew-cab
588,3500 Extended Cab,gmc-3500-extended-cab
588,3500 Regular Cab,gmc-3500-regular-cab
588,Acadia,gmc-acadia
588,Acadia Limited,gmc-acadia-limited
588,Canyon Crew Cab,gmc-canyon-crew-cab
588,Canyon Extended Cab,gmc-canyon-extended-cab
588,Canyon Regular Cab,gmc-canyon-regular-cab
588,Envoy,gmc-envoy
588,Envoy XL,gmc-envoy-xl
588,Envoy XUV,gmc-envoy-xuv
588,Hummer EV Pickup,gmc-hummer-ev-pickup
